time,flow,occupancy,speed
1.05908,0,nan,nan
11.0591,0,nan,nan
21.0591,0,nan,nan
31.0591,0,nan,nan
41.0591,0,nan,nan
51.0591,0,nan,nan
61.0591,0,nan,nan
71.0591,405,2.06582,30.9805
81.0591,488,2.1722,29.4632
91.0591,790,2.09384,30.5659
101.059,1246,2.55725,25.0269
111.059,1329,2.78817,22.9541
121.059,1308,2.63927,24.2492
131.059,1373,2.81219,22.758
141.059,1735,2.84983,22.4574
151.059,1835,2.89372,22.1168
161.059,2123,2.89898,22.0767
171.059,2188,2.85845,22.3897
181.059,2306,2.5826,24.7812
191.059,2355,2.43588,26.2739
201.059,2381,2.23696,28.6102
211.059,2473,2.37551,26.9416
221.059,2459,2.33145,27.4507
231.059,2539,2.27816,28.0929
241.059,2553,2.37961,26.8952
251.059,2581,2.48653,25.7387
261.059,2647,2.72853,23.4558
271.059,2709,2.52449,25.3516
281.059,2651,2.26209,28.2924
291.059,2758,2.5028,25.5714
301.059,2738,2.40886,26.5685
311.059,2708,2.53677,25.229
321.059,2803,2.58882,24.7217
331.059,2740,2.54511,25.1463
341.059,2681,2.41087,26.5464
351.059,2707,2.38408,26.8447
361.059,2731,2.56618,24.9398
371.059,2716,2.57766,24.8287
381.059,2796,2.61437,24.4801
391.059,2807,2.09004,30.6214
401.059,2773,2.05865,31.0884
411.059,2767,2.17974,29.3614
421.059,2847,2.70194,23.6867
431.059,2864,2.33047,27.4623
441.059,2824,2.23117,28.6846
451.059,2857,2.43577,26.2751
461.059,2865,2.41322,26.5206
471.059,2919,2.32344,27.5454
481.059,2941,2.34062,27.3432
491.059,2888,2.22971,28.7033
