time,flow,occupancy,speed
1.6131,0,nan,nan
11.6131,0,nan,nan
21.6131,0,nan,nan
31.6131,0,nan,nan
41.6131,0,nan,nan
51.6131,557,2.01414,31.7754
61.6131,818,2.28123,28.055
71.6131,1105,2.49037,25.699
81.6131,1543,2.58829,24.7268
91.6131,1611,2.61516,24.4727
101.613,1665,2.52226,25.3741
111.613,2096,2.84889,22.4649
121.613,2101,3.02936,21.1266
131.613,2270,2.84019,22.5337
141.613,2415,2.71583,23.5655
151.613,2540,2.40899,26.5672
161.613,2650,2.33722,27.3829
171.613,2664,2.25305,28.4059
181.613,2636,2.32545,27.5216
191.613,2724,2.32062,27.5788
201.613,2696,2.37526,26.9444
211.613,2772,2.49982,25.6018
221.613,2794,2.29173,27.9265
231.613,2813,2.55523,25.0467
241.613,2905,2.32996,27.4683
251.613,2933,2.27139,28.1766
261.613,2903,2.42951,26.3427
271.613,2982,2.33335,27.4283
281.613,2927,2.26203,28.2932
291.613,2938,2.38347,26.8516
301.613,2912,2.41909,26.4563
311.613,2865,2.84114,22.5261
321.613,2932,2.74382,23.3251
331.613,2855,2.95825,21.6344
341.613,2929,2.84133,22.5247
351.613,2979,2.56341,24.9667
361.613,3006,2.58423,24.7656
371.613,2935,2.7085,23.6293
381.613,2962,2.74851,23.2853
391.613,2996,3.01146,21.2521
