time,flow,occupancy,speed
0.602255,0,nan,nan
10.6023,0,nan,nan
20.6023,0,nan,nan
30.6023,0,nan,nan
40.6023,0,nan,nan
50.6023,0,nan,nan
60.6023,0,nan,nan
70.6023,0,nan,nan
80.6023,0,nan,nan
90.6023,0,nan,nan
100.602,178,1.80708,35.4162
110.602,260,2.08041,30.7631
120.602,597,2.08507,30.6944
130.602,551,2.17926,29.3678
140.602,896,2.2538,28.3965
150.602,836,2.42081,26.4374
160.602,986,2.52186,25.3781
170.602,928,2.74816,23.2883
180.602,976,2.89401,22.1146
190.602,1284,2.76453,23.1504
200.602,1489,2.64562,24.1909
210.602,1623,2.82147,22.6832
220.602,1746,2.80741,22.7968
230.602,1857,2.7834,22.9935
240.602,1945,2.81389,22.7443
250.602,2082,2.68731,23.8156
260.602,2085,2.65208,24.132
270.602,2168,2.24127,28.5553
280.602,2206,2.39015,26.7766
290.602,2242,2.33859,27.367
300.602,2263,2.24365,28.525
310.602,2364,2.64254,24.2191
320.602,2313,2.68063,23.875
330.602,2417,2.431,26.3266
340.602,2420,2.57325,24.8713
350.602,2351,2.60527,24.5656
360.602,2415,2.56276,24.9731
370.602,2409,2.56034,24.9967
380.602,2430,2.22413,28.7753
390.602,2396,2.37648,26.9306
400.602,2390,2.49639,25.637
410.602,2463,2.53305,25.266
420.602,2576,2.53388,25.2577
430.602,2566,2.45719,26.046
440.602,2508,2.48486,25.756
450.602,2508,2.17146,29.4732
460.602,2454,nan,nan
