time,flow,occupancy,speed
3.68725,0,nan,nan
13.6873,0,nan,nan
23.6873,0,nan,nan
33.6873,0,nan,nan
43.6873,0,nan,nan
53.6873,0,nan,nan
63.6873,0,nan,nan
73.6873,0,nan,nan
83.6873,0,nan,nan
93.6873,0,nan,nan
103.687,0,nan,nan
113.687,0,nan,nan
123.687,0,nan,nan
133.687,134,1.79894,35.5764
143.687,125,2.0456,31.2867
153.687,234,2.00429,31.9315
163.687,439,2.07914,30.782
173.687,414,2.16413,29.5731
183.687,685,2.11818,30.2146
193.687,650,2.12662,30.0947
203.687,724,2.33987,27.352
213.687,741,2.41313,26.5216
223.687,708,2.52898,25.3066
233.687,677,nan,nan
243.687,960,2.85641,22.4057
253.687,1177,2.80149,22.845
263.687,1337,2.79268,22.9171
273.687,1486,2.79505,22.8976
283.687,1586,2.82931,22.6203
293.687,1703,2.94792,21.7102
303.687,1718,2.87366,22.2712
313.687,1870,2.82574,22.6489
323.687,1912,2.46106,26.0051
333.687,1952,2.24537,28.5031
343.687,1979,2.31396,27.6582
353.687,2076,2.17744,29.3923
363.687,2039,2.12736,30.0842
373.687,2080,2.65561,24.0999
383.687,2148,2.4824,25.7815
393.687,2176,2.51201,25.4776
403.687,2175,2.48688,25.735
413.687,2166,2.1622,29.5994
423.687,2217,2.33559,27.402
433.687,2266,2.22399,28.7771
443.687,2312,2.25602,28.3686
