time,flow,occupancy,speed
6.97631,0,nan,nan
16.9763,0,nan,nan
26.9763,0,nan,nan
36.9763,0,nan,nan
46.9763,0,nan,nan
56.9763,0,nan,nan
66.9763,0,nan,nan
76.9763,0,nan,nan
86.9763,206,1.82601,35.0491
96.9763,296,2.07475,30.8472
106.976,673,2.13955,29.9128
116.976,615,2.13833,29.9299
126.976,992,2.38809,26.7996
136.976,998,2.34462,27.2965
146.976,1077,2.67036,23.9668
156.976,1009,2.48569,25.7474
166.976,1185,2.89023,22.1435
176.976,1444,2.74086,23.3503
186.976,1598,3.04875,20.9922
196.976,1736,3.1329,20.4284
206.976,1913,2.68755,23.8135
216.976,2057,2.58537,24.7547
226.976,2109,2.48877,25.7155
236.976,2202,2.30247,27.7962
246.976,2201,2.29788,27.8517
256.976,2283,2.2248,28.7667
266.976,2319,2.3934,26.7402
276.976,2352,2.26694,28.2319
286.976,2408,2.60439,24.5739
296.976,2472,2.7196,23.5328
306.976,2415,2.56029,24.9972
316.976,2532,2.51695,25.4276
326.976,2521,2.62261,24.4032
336.976,2446,2.61534,24.471
346.976,2531,2.53604,25.2362
356.976,2541,2.30273,27.7931
366.976,2491,2.37025,27.0014
376.976,2578,2.30187,27.8035
386.976,2511,2.36191,27.0967
396.976,2539,2.59126,24.6984
406.976,2529,2.40358,26.627
416.976,2607,2.70808,23.633
426.976,2655,2.69587,23.74
436.976,2595,2.31074,27.6968
446.976,2649,2.57708,24.8343
456.976,2694,2.70516,23.6585
