time,flow,occupancy,speed
1.05908,0,nan,nan
11.0591,0,nan,nan
21.0591,0,nan,nan
31.0591,0,nan,nan
41.0591,0,nan,nan
51.0591,0,nan,nan
61.0591,0,nan,nan
71.0591,405,2.06582,30.9805
81.0591,488,2.1722,29.4632
91.0591,790,2.09384,30.5659
101.059,1246,2.55725,25.0269
111.059,1329,2.78817,22.9541
121.059,1308,2.63927,24.2492
131.059,1373,2.81219,22.758
141.059,1735,2.84983,22.4574
151.059,1835,2.89372,22.1168
161.059,2123,2.89898,22.0767
171.059,2188,2.85845,22.3897
181.059,2306,2.5826,24.7812
191.059,2355,2.43588,26.2739
201.059,2381,2.23696,28.6102
211.059,2473,2.37551,26.9416
221.059,2459,2.33145,27.4507
231.059,2539,2.27816,28.0929
241.059,2553,2.37961,26.8952
251.059,2581,2.48653,25.7387
261.059,2647,2.72853,23.4558
271.059,2709,2.52449,25.3516
281.059,2651,2.26209,28.2924
291.059,2758,2.5028,25.5714
301.059,2738,2.41012,26.5547
311.059,2708,2.56177,24.9827
321.059,2803,2.57128,24.8903
331.059,2740,2.54389,25.1583
341.059,2744,2.35813,27.1401
351.059,2707,2.36384,27.0746
361.059,2791,2.6777,23.9011
371.059,2716,2.37942,26.8973
381.059,2796,2.36168,27.0994
391.059,2807,2.41597,26.4904
