time,flow,occupancy,speed
1.43353,0,nan,nan
11.4335,0,nan,nan
21.4335,839,2.29313,27.9095
31.4335,1832,2.43695,26.2623
41.4335,2172,2.56514,24.9499
51.4335,2449,2.36669,27.042
61.4335,2578,2.54047,25.1922
71.4335,2822,2.68199,23.8629
81.4335,2873,2.66299,24.0332
91.4335,3031,2.43154,26.3208
101.434,3016,2.32861,27.4842
111.434,3069,2.39108,26.7661
121.434,3142,2.43786,26.2526
131.434,3177,2.30834,27.7255
141.434,3181,2.32204,27.562
151.434,3209,2.38766,26.8045
161.434,3255,2.31007,27.7048
171.434,3254,2.44021,26.2273
181.434,3273,2.49375,25.6642
191.434,3253,2.47691,25.8387
201.434,3306,2.40537,26.6072
211.434,3303,2.41996,26.4467
221.434,3332,2.34825,27.2543
231.434,3328,2.40602,26.5999
241.434,3325,2.33213,27.4427
251.434,3336,2.39216,26.7541
261.434,3359,2.37384,26.9606
271.434,3368,2.44501,26.1757
281.434,3351,2.5536,25.0627
291.434,3372,2.47489,25.8598
301.434,3391,2.29536,27.8823
311.434,3398,2.49598,25.6413
321.434,3393,2.32888,27.481
331.434,3399,2.48228,25.7828
341.434,3416,2.49332,25.6686
351.434,3421,2.44812,26.1425
361.434,3416,2.3729,26.9712
371.434,3431,2.36718,27.0364
381.434,3426,2.59714,24.6424
391.434,3430,2.45047,26.1174
401.434,3434,2.44982,26.1244
411.434,3438,2.51714,25.4257
421.434,3433,2.54497,25.1477
