time,flow,occupancy,speed
5.68434,0,nan,nan
15.6843,0,nan,nan
25.6843,0,nan,nan
35.6843,0,nan,nan
45.6843,0,nan,nan
55.6843,0,nan,nan
65.6843,0,nan,nan
75.6843,0,nan,nan
85.6843,0,nan,nan
95.6843,0,nan,nan
105.684,0,nan,nan
115.684,0,nan,nan
125.684,0,nan,nan
135.684,0,nan,nan
145.684,123,1.82721,35.0261
155.684,184,2.09973,30.4801
165.684,434,2.03637,31.4284
175.684,409,2.09896,30.4913
185.684,387,2.19487,29.1589
195.684,643,2.0684,30.9417
205.684,612,2.20272,29.055
215.684,684,2.29757,27.8555
225.684,701,2.44798,26.144
235.684,672,2.56601,24.9415
245.684,644,nan,nan
255.684,774,2.81511,22.7344
265.684,1043,2.83057,22.6103
275.684,1240,2.92519,21.8789
285.684,1423,2.70049,23.6994
295.684,1521,2.86914,22.3063
305.684,1636,2.99025,21.4029
315.684,1721,3.09266,20.6941
325.684,1801,3.02736,21.1405
335.684,1844,2.82494,22.6554
345.684,1884,2.29072,27.9388
355.684,1943,2.41436,26.5081
365.684,2018,2.20925,28.9692
375.684,1973,2.10329,30.4286
385.684,2072,2.74537,23.312
395.684,2083,2.66261,24.0365
405.684,2032,2.51864,25.4106
415.684,1983,2.52508,25.3457
425.684,2080,2.6132,24.491
