time,flow,occupancy,speed
1.40351,0,nan,nan
11.4035,0,nan,nan
21.4035,1345,2.32549,27.5211
31.4035,1948,2.43092,26.3275
41.4035,2521,2.4816,25.7898
51.4035,2661,2.40381,26.6244
61.4035,2755,2.48413,25.7635
71.4035,2974,2.7145,23.577
81.4035,3007,2.6944,23.753
91.4035,3032,2.48558,25.7485
101.404,3088,2.3519,27.212
111.404,3166,2.37458,26.9521
121.404,3172,2.40575,26.6029
131.404,3232,2.35713,27.1517
141.404,3233,2.29976,27.829
151.404,3257,2.33476,27.4118
161.404,3301,2.29421,27.8963
171.404,3297,2.35383,27.1897
181.404,3314,2.49718,25.6289
191.404,3291,2.52624,25.3341
201.404,3324,2.38625,26.8203
211.404,3337,2.34195,27.3277
221.404,3349,2.37117,26.9909
231.404,3360,2.43106,26.3259
241.404,3385,2.38856,26.7944
251.404,3393,2.32709,27.5021
261.404,3387,2.38675,26.8147
271.404,3395,2.40343,26.6286
281.404,3390,2.5013,25.5867
291.404,3409,2.5406,25.1909
