time,flow,occupancy,speed
4.14369,0,nan,nan
14.1437,0,nan,nan
24.1437,0,nan,nan
34.1437,0,nan,nan
44.1437,0,nan,nan
54.1437,0,nan,nan
64.1437,0,nan,nan
74.1437,388,2.07822,30.7956
84.1437,470,2.04763,31.2556
94.1437,764,2.08997,30.6224
104.144,1002,2.4492,26.131
114.144,1198,2.39027,26.7752
124.144,1275,2.7073,23.6398
134.144,1207,2.59047,24.706
144.144,1548,2.91462,21.9583
154.144,1658,2.77583,23.0562
164.144,1886,2.94355,21.7424
174.144,2025,3.07162,20.8359
184.144,2150,2.55944,25.0055
194.144,2299,2.48709,25.7329
204.144,2310,2.33498,27.4092
214.144,2437,2.2541,28.3928
224.144,2425,2.33276,27.4353
234.144,2506,2.34176,27.3298
244.144,2521,2.35512,27.1748
254.144,2507,2.29643,27.8694
264.144,2575,2.72976,23.4453
274.144,2613,2.63773,24.2633
284.144,2609,2.271,28.1815
294.144,2717,2.57276,24.876
304.144,2710,2.50036,25.5963
314.144,2670,2.19964,29.0956
324.144,2687,2.14125,29.8891
334.144,2704,2.27898,28.0827
344.144,2688,2.3713,26.9895
354.144,2653,2.11604,30.2452
364.144,2708,2.41527,26.4981
374.144,2742,2.33572,27.4005
384.144,2727,2.55561,25.0429
394.144,2776,2.65416,24.1131
404.144,2832,2.64139,24.2297
414.144,2920,2.6753,23.9226
424.144,2953,2.87182,22.2855
434.144,2935,2.84516,22.4944
444.144,2909,2.38636,26.8191
454.144,2940,2.60664,24.5526
