time,flow,occupancy,speed
0.602255,0,nan,nan
10.6023,0,nan,nan
20.6023,0,nan,nan
30.6023,0,nan,nan
40.6023,0,nan,nan
50.6023,0,nan,nan
60.6023,0,nan,nan
70.6023,0,nan,nan
80.6023,0,nan,nan
90.6023,0,nan,nan
100.602,178,1.80708,35.4162
110.602,260,2.08041,30.7631
120.602,597,2.08507,30.6944
130.602,551,2.17926,29.3678
140.602,896,2.2538,28.3965
150.602,836,2.42081,26.4374
160.602,986,2.52186,25.3781
170.602,928,2.74816,23.2883
180.602,976,2.89401,22.1146
190.602,1284,2.76453,23.1504
200.602,1489,2.64562,24.1909
210.602,1623,2.82147,22.6832
220.602,1746,2.80741,22.7968
230.602,1857,2.7834,22.9935
240.602,1945,2.81389,22.7443
250.602,2082,2.68731,23.8156
260.602,2085,2.65208,24.132
270.602,2168,2.24127,28.5553
280.602,2206,2.39015,26.7766
290.602,2242,2.34044,27.3453
300.602,2263,2.27299,28.1568
310.602,2329,2.62515,24.3795
320.602,2313,2.66072,24.0536
330.602,2417,2.41047,26.5508
340.602,2420,2.59564,24.6568
350.602,2351,2.62682,24.3641
360.602,2415,2.58401,24.7677
